term,estimate,std_error,statistic,p_value,conf_low,conf_high
age,33.128658294677734,0.7437645016946058,44.541865360872734,0.0,31.78490900993347,34.475761604309085
education_num,202.4315643310547,6.44182704122121,31.424557510733585,0.0,194.14655418395995,220.67609024047852
hours_per_week,56.92546081542969,9.500214231037871,5.992018646216438,2.0725214877614917e-09,51.47352142333985,90.5399639129639
capital_gain,-0.02686418779194355,0.01851108162825648,-1.451248950841228,0.14671055064023975,-0.08141342829912901,-0.012345957104116666
capital_loss,16.763729095458984,3.238833017501818,5.17585469978604,2.2686997147580712e-07,19.550417566299437,31.530149412155154
female,-0.11287533491849899,0.0027987833930591876,-40.33014316092591,0.0,-0.11899465788155794,-0.10852155573666096
